OrderID,ReceptionDate,Lat,Lon,DesiredDeliveryDate(Start),DesiredDeliveryDate(End),Delivery Time,Product
51,2024/09/29,13.666880038591872,100.60603733715577,2024/09/30,2024/10/01,17:38,4
52,2024/10/02,13.663963328850931,100.63859780637652,2024/10/03,2024/10/05,17:26,2
53,2024/10/03,13.787734412956542,100.54275723206183,2024/10/06,2024/10/07,10:31,4
54,2024/10/04,13.812692644875291,100.6273950400982,2024/10/07,2024/10/07,12:38,1
55,2024/09/29,13.824118310267272,100.45391399459915,2024/09/30,2024/10/01,13:48,1
56,2024/09/30,13.806216233906595,100.61245293364544,2024/10/01,2024/10/02,09:40,4
57,2024/10/04,13.739786127716666,100.5112546822458,2024/10/06,2024/10/07,15:12,1
58,2024/09/29,13.606803996003972,100.46798339950857,2024/10/01,2024/10/03,13:21,4
59,2024/10/02,13.701974735199592,100.6365581556974,2024/10/05,2024/10/07,14:38,3
60,2024/09/30,13.745655673926478,100.51967441904337,2024/10/02,2024/10/03,12:37,4
61,2024/10/02,13.788148150417541,100.4982294565368,2024/10/05,2024/10/07,16:27,3
62,2024/10/01,13.813960663820856,100.58661085140974,2024/10/03,2024/10/05,08:02,3
63,2024/10/01,13.759617143735207,100.55721893484187,2024/10/03,2024/10/03,18:04,1
64,2024/10/04,13.658247680783575,100.61586310347076,2024/10/07,2024/10/09,13:11,1
65,2024/09/30,13.731514115412546,100.5488732155366,2024/10/01,2024/10/01,18:26,3
66,2024/09/29,13.834029117191001,100.4890958407677,2024/10/01,2024/10/03,12:47,3
67,2024/10/04,13.640619725199743,100.47884542397004,2024/10/06,2024/10/07,12:41,4
68,2024/10/02,13.651321155395472,100.62432399616624,2024/10/05,2024/10/07,09:06,2
69,2024/10/02,13.75912788370474,100.57847748099763,2024/10/05,2024/10/07,15:55,4
70,2024/10/04,13.678522568120353,100.51551851650298,2024/10/07,2024/10/07,12:28,1
71,2024/10/02,13.615573567326209,100.4661007181058,2024/10/03,2024/10/04,14:26,4
72,2024/10/02,13.618923590840788,100.51531146515951,2024/10/03,2024/10/03,17:43,1
73,2024/09/29,13.74167072470189,100.59320221309699,2024/10/01,2024/10/01,12:31,2
74,2024/10/04,13.698647524799828,100.57137327436105,2024/10/07,2024/10/09,11:58,2
75,2024/10/03,13.790344247032456,100.48636241309632,2024/10/04,2024/10/04,16:22,1
76,2024/10/01,13.769548958281868,100.64402521411031,2024/10/03,2024/10/03,17:16,2
77,2024/09/29,13.627613690162045,100.59494487205902,2024/10/01,2024/10/02,09:14,4
78,2024/10/01,13.811358296070768,100.48377646124786,2024/10/02,2024/10/03,15:05,2
79,2024/09/29,13.773351883152928,100.53863206104347,2024/10/01,2024/10/02,12:46,4
80,2024/09/30,13.78475336649665,100.60619418368472,2024/10/03,2024/10/04,17:51,1
81,2024/09/30,13.782455397462675,100.46336638022393,2024/10/02,2024/10/04,16:21,4
82,2024/09/29,13.711957698861015,100.52494347246801,2024/10/02,2024/10/03,13:50,4
83,2024/09/29,13.702244044749081,100.45633945972236,2024/10/02,2024/10/04,17:46,4
84,2024/10/01,13.815175808108004,100.51651770475617,2024/10/04,2024/10/06,18:30,1
85,2024/10/01,13.801820907553155,100.52203123675945,2024/10/04,2024/10/06,14:37,2
86,2024/10/04,13.673800105121874,100.56565441833466,2024/10/07,2024/10/07,17:09,1
87,2024/10/01,13.60443900617917,100.62131140590571,2024/10/03,2024/10/03,17:52,1
88,2024/10/03,13.686260377479783,100.48850974663972,2024/10/06,2024/10/07,14:55,3
89,2024/10/01,13.659915900824698,100.48014104973353,2024/10/02,2024/10/04,08:59,1
90,2024/10/04,13.625408408491186,100.54377862719817,2024/10/06,2024/10/08,15:36,3
91,2024/09/30,13.706603464996519,100.5818748762761,2024/10/02,2024/10/04,16:53,2
92,2024/10/02,13.6617671768026,100.62252505075793,2024/10/05,2024/10/07,15:41,3
93,2024/10/01,13.840742170728623,100.5946675166667,2024/10/04,2024/10/05,15:12,4
94,2024/09/30,13.690831661062365,100.58420738384241,2024/10/02,2024/10/02,16:49,1
95,2024/10/03,13.783831246010449,100.62299776441792,2024/10/05,2024/10/05,16:30,4
96,2024/10/04,13.701027440024504,100.50836276630393,2024/10/06,2024/10/07,16:00,2
97,2024/10/02,13.726112840481726,100.59626942481148,2024/10/05,2024/10/05,08:59,1
98,2024/10/04,13.666006945276946,100.6143716804869,2024/10/07,2024/10/09,08:30,4
99,2024/10/02,13.606879782924816,100.47062322435237,2024/10/03,2024/10/03,16:50,4
100,2024/10/01,13.656098117650632,100.58835012392296,2024/10/03,2024/10/05,18:20,2
101,2024/09/29,13.842442042262595,100.54086723924128,2024/09/30,2024/10/02,15:51,4
102,2024/09/30,13.807012118921048,100.56383730363595,2024/10/02,2024/10/04,12:51,1
103,2024/10/03,13.629026098002347,100.51731633540837,2024/10/04,2024/10/06,18:17,1
104,2024/10/01,13.740168016526113,100.48856878553372,2024/10/02,2024/10/02,08:42,1
105,2024/09/30,13.606098510176531,100.59446454589273,2024/10/02,2024/10/02,12:54,4
106,2024/10/02,13.836319016306389,100.58354833051501,2024/10/05,2024/10/05,08:51,4
107,2024/10/01,13.840407102099096,100.56556744613776,2024/10/03,2024/10/03,18:17,1
108,2024/09/29,13.842717791940242,100.45803657169893,2024/10/01,2024/10/02,08:22,1
109,2024/10/03,13.741443183775404,100.50354100508926,2024/10/04,2024/10/04,15:36,4
110,2024/10/03,13.702021804705169,100.59462566642314,2024/10/05,2024/10/05,16:06,3
111,2024/10/04,13.638711069829657,100.49975179435401,2024/10/05,2024/10/07,16:44,2
112,2024/10/02,13.765811637664513,100.63867308583004,2024/10/03,2024/10/04,14:01,3
113,2024/10/04,13.768501037296856,100.5349001071031,2024/10/05,2024/10/07,10:47,1
114,2024/09/29,13.727702844245824,100.63764332999241,2024/10/01,2024/10/02,18:21,2
115,2024/10/02,13.759416510639412,100.6313107219581,2024/10/05,2024/10/07,17:16,2
116,2024/10/04,13.670533870388736,100.51707276391828,2024/10/07,2024/10/08,11:43,2
117,2024/10/01,13.666457800874973,100.45323614308795,2024/10/03,2024/10/05,15:17,4
118,2024/10/01,13.712460376894914,100.64674987733565,2024/10/02,2024/10/03,17:52,4
119,2024/09/30,13.808400565542879,100.54883011670182,2024/10/01,2024/10/03,11:51,3
120,2024/10/01,13.735941409114266,100.5403494175382,2024/10/02,2024/10/03,08:45,4
121,2024/10/04,13.747568687830007,100.55824055014764,2024/10/07,2024/10/07,14:42,1
122,2024/10/03,13.695759427872625,100.64664650764081,2024/10/04,2024/10/06,15:34,3
123,2024/10/01,13.736649443892269,100.50857115171681,2024/10/04,2024/10/04,15:24,4
124,2024/09/29,13.666729953207808,100.53074141502408,2024/10/01,2024/10/01,17:46,2
125,2024/10/03,13.665796100836852,100.48551306662898,2024/10/06,2024/10/07,11:13,4
126,2024/10/04,13.719982797572895,100.64882203001561,2024/10/07,2024/10/09,17:52,1
127,2024/10/02,13.659245714094924,100.56928547836804,2024/10/04,2024/10/05,18:42,4
128,2024/10/04,13.65251630820996,100.55572638514953,2024/10/06,2024/10/07,14:10,1
129,2024/10/04,13.64252057374006,100.61731425018364,2024/10/07,2024/10/09,16:26,1
130,2024/10/02,13.685491926337694,100.47908999683823,2024/10/03,2024/10/04,16:24,2
131,2024/10/01,13.799680493504304,100.56235926013008,2024/10/03,2024/10/04,17:05,2
132,2024/10/02,13.736755856593742,100.58648024061809,2024/10/04,2024/10/05,17:36,4
133,2024/10/03,13.8358857515979,100.47252628800877,2024/10/06,2024/10/08,13:52,3
134,2024/09/29,13.698562422687585,100.50404456222475,2024/10/01,2024/10/01,10:02,4
135,2024/10/03,13.735106104266247,100.50825008691181,2024/10/04,2024/10/06,10:09,4
136,2024/10/01,13.672202125722258,100.52144712472793,2024/10/02,2024/10/04,16:43,2
137,2024/10/03,13.622488555343098,100.57572284956977,2024/10/04,2024/10/04,11:35,1
138,2024/09/30,13.82757277058431,100.61725421011467,2024/10/03,2024/10/05,10:20,1
139,2024/10/04,13.688048748847248,100.46872166129896,2024/10/07,2024/10/07,15:07,1
140,2024/09/29,13.758435139910512,100.63189338755954,2024/10/01,2024/10/02,12:20,2
141,2024/09/30,13.751274382585015,100.55058708649783,2024/10/02,2024/10/03,13:22,4
142,2024/09/30,13.749702524878284,100.5156079601904,2024/10/03,2024/10/05,11:24,1
143,2024/09/29,13.733512068498017,100.50942963236257,2024/10/01,2024/10/03,18:55,3
144,2024/09/29,13.63385659075454,100.4509370776271,2024/10/01,2024/10/01,13:39,1
145,2024/09/30,13.776949403700165,100.49048487276124,2024/10/03,2024/10/04,08:41,2
146,2024/10/03,13.833891178847285,100.45896180983264,2024/10/04,2024/10/04,12:00,1
147,2024/09/29,13.794683208141578,100.48101993074775,2024/10/01,2024/10/03,10:36,1
148,2024/10/04,13.769164238583874,100.5006106143684,2024/10/07,2024/10/07,15:37,1
149,2024/09/29,13.769725641659663,100.48176653976445,2024/09/30,2024/10/01,15:31,4
150,2024/09/30,13.658270999709824,100.48365690081546,2024/10/02,2024/10/02,16:08,4
151,2024/10/03,13.734533672497042,100.5744146589929,2024/10/06,2024/10/07,15:16,1
152,2024/09/30,13.747503077805213,100.62341987183667,2024/10/02,2024/10/03,09:43,1
153,2024/10/04,13.768380607650187,100.64428677419075,2024/10/05,2024/10/07,17:17,1
154,2024/09/29,13.849579773375465,100.48055463325984,2024/10/02,2024/10/02,12:00,1
155,2024/10/04,13.832851686870654,100.4725763667492,2024/10/06,2024/10/08,18:33,1
156,2024/10/04,13.69652127159544,100.55011864380386,2024/10/07,2024/10/08,18:55,1
157,2024/10/01,13.80251437650764,100.57678120087537,2024/10/03,2024/10/05,14:13,4
158,2024/09/30,13.640918371691374,100.63747599415677,2024/10/02,2024/10/02,14:20,3
159,2024/09/30,13.753746506907081,100.6305485890109,2024/10/02,2024/10/03,13:38,4
160,2024/10/03,13.684198333944902,100.59488205353027,2024/10/04,2024/10/06,11:42,3
161,2024/10/04,13.842350057992642,100.59900005990352,2024/10/06,2024/10/08,11:42,3
162,2024/09/29,13.624071899258068,100.61453702929269,2024/09/30,2024/10/01,15:46,4
163,2024/09/29,13.607067496938683,100.59217617040096,2024/09/30,2024/10/02,12:45,1
164,2024/09/30,13.816303683852434,100.5765223527268,2024/10/02,2024/10/04,11:58,4
165,2024/10/04,13.612833049648186,100.55335036749402,2024/10/05,2024/10/05,12:07,2
166,2024/10/03,13.691832447802442,100.52836735336402,2024/10/04,2024/10/06,09:47,1
167,2024/10/02,13.692884225834758,100.57554486033071,2024/10/03,2024/10/04,10:04,1
168,2024/10/03,13.689294536693662,100.4748568751582,2024/10/06,2024/10/06,10:26,1
169,2024/09/30,13.703615867976927,100.5995938912486,2024/10/01,2024/10/03,15:12,3
170,2024/09/30,13.736078490104033,100.58882040220898,2024/10/02,2024/10/04,17:29,4
171,2024/10/03,13.660387863274682,100.52455724942689,2024/10/04,2024/10/05,09:59,2
172,2024/09/30,13.75580889726067,100.63952521886928,2024/10/02,2024/10/03,13:32,3
173,2024/10/04,13.703320595900369,100.58795609702456,2024/10/05,2024/10/06,18:34,4
174,2024/10/02,13.733684741659951,100.47682060761072,2024/10/04,2024/10/06,17:57,1
175,2024/10/03,13.750521332384025,100.5504834933878,2024/10/04,2024/10/06,13:00,2
176,2024/10/02,13.654756778815033,100.50257366819054,2024/10/03,2024/10/05,12:01,1
177,2024/09/29,13.839623111210624,100.4952749970773,2024/09/30,2024/10/02,17:22,3
178,2024/10/02,13.826086674773368,100.5894960057782,2024/10/05,2024/10/07,17:03,1
179,2024/10/02,13.602474353754154,100.55368149409605,2024/10/05,2024/10/07,12:29,3
180,2024/10/03,13.753151319388744,100.55085440057083,2024/10/05,2024/10/07,10:58,4
181,2024/10/01,13.73427251195128,100.50182234295634,2024/10/02,2024/10/03,16:37,2
182,2024/10/02,13.654833353818598,100.61019104337406,2024/10/05,2024/10/05,09:24,1
183,2024/10/02,13.602177867761124,100.50382279170375,2024/10/05,2024/10/05,11:16,4
184,2024/10/04,13.71380898886576,100.56926097450113,2024/10/07,2024/10/07,12:23,4
185,2024/10/02,13.72686978697919,100.4725631466466,2024/10/03,2024/10/05,09:57,3
186,2024/09/30,13.623488370349168,100.50999118693967,2024/10/03,2024/10/04,15:24,4
187,2024/10/03,13.629748396457215,100.6472660009471,2024/10/04,2024/10/06,16:39,2
188,2024/10/04,13.727221603857348,100.53528414915701,2024/10/05,2024/10/06,18:01,4
189,2024/09/29,13.715345178098111,100.52309422213541,2024/09/30,2024/09/30,16:09,4
190,2024/10/03,13.698057818888142,100.48336410888054,2024/10/05,2024/10/07,15:03,4
191,2024/10/03,13.74654689266266,100.61415467199221,2024/10/06,2024/10/07,08:33,4
192,2024/10/03,13.731572531798928,100.60252514427307,2024/10/05,2024/10/07,10:48,4
193,2024/09/29,13.615629180266907,100.5682355958891,2024/10/02,2024/10/02,18:05,1
194,2024/09/30,13.6849385849962,100.5988416797179,2024/10/02,2024/10/03,17:22,4
195,2024/10/03,13.796194737025633,100.64518170037259,2024/10/04,2024/10/04,17:23,2
196,2024/10/03,13.813287881397633,100.47980211611845,2024/10/06,2024/10/08,17:32,4
197,2024/09/30,13.827709257742777,100.50872278710594,2024/10/03,2024/10/03,15:57,4
198,2024/10/01,13.739557729447112,100.49832595429861,2024/10/03,2024/10/04,15:11,1
199,2024/10/02,13.849663059562277,100.62363964622627,2024/10/03,2024/10/03,12:21,1
200,2024/10/01,13.785264833851029,100.52560733453652,2024/10/03,2024/10/03,16:16,3
